08/14/2016,10:55,QUEENS,11373,40.73597,-73.87656,POINT (-73.87656 40.73597),,,86-55     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3500635,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/17/2016,17:09,,,40.844677,-73.9245,POINT (-73.9245 40.844677),CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3502324,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
08/18/2016,7:50,STATEN ISLAND,10312,40.562065,-74.18073,POINT (-74.18073 40.562065),WOODROW ROAD                    ,BILLINGS STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3505794,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/31/2016,17:00,,,40.74644,-73.87982,POINT (-73.87982 40.74644),GLEANE STREET                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3493112,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,
08/15/2016,19:00,BROOKLYN,11249,40.71871,-73.96129,POINT (-73.96129 40.71871),,,169       WYTHE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3501221,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/08/2016,0:20,,,40.67446,-73.9063,POINT (-73.9063 40.67446),SACKMAN STREET                  ,,,1,0,1,0,0,0,0,0,,,,,,3495771,,,,,
07/29/2016,4:45,,,40.844883,-73.907295,POINT (-73.907295 40.844883),CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3491768,PASSENGER VEHICLE,PICK-UP TRUCK,PICK-UP TRUCK,PICK-UP TRUCK,
08/12/2016,7:30,BRONX,10453,40.852703,-73.921844,POINT (-73.921844 40.852703),MATTHEWSON ROAD                 ,HARLEM RIVER PARK,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499500,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
03/11/2020,19:30,BROOKLYN,11222,40.73633,-73.95303,POINT (-73.95303 40.73633),,,393       MC GUINNESS BOULEVARD         ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4299011,Pick-up Truck,,,,
08/13/2016,21:07,,,40.641113,-74.003716,POINT (-74.003716 40.641113),,,50 STREET                               ,1,0,1,0,0,0,0,0,Unspecified,,,,,3500264,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/19/2016,8:45,BROOKLYN,11228,40.621464,-74.006226,POINT (-74.006226 40.621464),73 STREET                       ,13 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3503545,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/18/2016,13:00,,,40.604893,-74.008705,POINT (-74.008705 40.604893),17 AVENUE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3503087,PASSENGER VEHICLE,OTHER,SPORT UTILITY / STATION WAGON,,
08/09/2016,10:20,,,40.57322,-74.106995,POINT (-74.106995 40.57322),HYLAN BOULEVARD                 ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3497754,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK
08/14/2016,13:30,QUEENS,11101,40.744026,-73.92616,POINT (-73.92616 40.744026),QUEENS BOULEVARD                ,39 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3499720,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/03/2016,18:30,QUEENS,11360,40.778625,-73.77587,POINT (-73.77587 40.778625),BELL BOULEVARD                  ,26 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3494367,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/27/2016,13:42,,,40.887604,-73.90947,POINT (-73.90947 40.887604),JOHNSON AVENUE                  ,,,2,0,2,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3489433,PASSENGER VEHICLE,,,,
08/09/2016,13:55,BRONX,10456,40.829136,-73.9114,POINT (-73.9114 40.829136),EAST 166 STREET                 ,WEBSTER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3497163,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/06/2016,10:30,,,40.72225,-74.00592,POINT (-74.00592 40.72225),CANAL STREET                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Following Too Closely,,,3494800,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08/13/2016,19:55,,,40.584724,-73.957726,POINT (-73.957726 40.584724),EAST 12 STREET                  ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,3500234,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/12/2016,20:10,BROOKLYN,11233,40.685184,-73.920456,POINT (-73.920456 40.685184),HALSEY STREET                   ,HOWARD AVENUE,,2,0,0,0,1,0,1,0,Turning Improperly,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3502508,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE
07/28/2016,18:00,,,40.75691,-73.76768,POINT (-73.76768 40.75691),47 AVENUE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3490449,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/14/2016,16:12,STATEN ISLAND,10306,40.56464,-74.11563,POINT (-74.11563 40.56464),,,2754      HYLAN BOULEVARD               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3503444,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/05/2016,6:03,,,,,,BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3532846,PASSENGER VEHICLE,,,,
08/09/2016,22:10,,,40.574905,-74.121735,POINT (-74.121735 40.574905),RICHMOND ROAD                   ,AMBOY ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498414,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/17/2016,14:45,,,40.756134,-73.74047,POINT (-73.74047 40.756134),LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3502690,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/16/2016,23:20,QUEENS,11426,40.72851,-73.73041,POINT (-73.73041 40.72851),,,89-02     237 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3501946,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/09/2016,15:40,BROOKLYN,11232,40.654957,-74.007034,POINT (-74.007034 40.654957),3 AVENUE                        ,37 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497359,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/09/2016,7:00,,,40.672558,-73.99883,POINT (-73.99883 40.672558),HAMILTON AVENUE                 ,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499196,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,
08/03/2016,15:30,,,40.606117,-73.97758,POINT (-73.97758 40.606117),QUENTIN ROAD                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495638,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/27/2016,15:45,,,40.76706,-73.73912,POINT (-73.73912 40.76706),NORTHERN BOULEVARD              ,248 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3489795,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/02/2016,17:28,MANHATTAN,10018,40.75834,-73.996414,POINT (-73.996414 40.75834),10 AVENUE                       ,WEST 40 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3494815,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/04/2016,23:00,MANHATTAN,10027,40.806656,-73.94687,POINT (-73.94687 40.806656),,,101       WEST 123 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3495437,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/27/2019,14:05,,,,,,THROGS NECK BRIDGE              ,,,0,0,0,0,0,0,0,0,Failure to Keep Right,Failure to Yield Right-of-Way,,,,4266833,Sedan,Box Truck,,,
07/30/2016,8:14,,,40.856045,-73.90079,POINT (-73.90079 40.856045),GRAND CONCOURSE                 ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3491805,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/01/2016,20:30,BROOKLYN,11217,40.68378,-73.982956,POINT (-73.982956 40.68378),,,280       BERGEN STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3497451,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/15/2016,14:01,,,40.677494,-73.895325,POINT (-73.895325 40.677494),VERMONT STREET                  ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unsafe Speed,,,,3501143,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,,
08/07/2016,12:00,,,40.76121,-73.86723,POINT (-73.86723 40.76121),102 STREET                      ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497714,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/18/2016,13:47,MANHATTAN,10017,40.75587,-73.972824,POINT (-73.972824 40.75587),LEXINGTON AVENUE                ,EAST 49 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3502787,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
07/29/2016,16:19,QUEENS,11354,40.760056,-73.82815,POINT (-73.82815 40.760056),,,136-50    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3490440,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/08/2016,16:50,BROOKLYN,11213,40.66846,-73.94229,POINT (-73.94229 40.66846),KINGSTON AVENUE                 ,UNION STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3502436,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/15/2016,8:45,QUEENS,11691,40.597145,-73.76321,POINT (-73.76321 40.597145),BEACH 30 STREET                 ,DEERFIELD ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505515,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/04/2016,14:00,,,40.60307,-74.01667,POINT (-74.01667 40.60307),BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3495642,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/06/2016,4:50,,,40.77929,-73.98114,POINT (-73.98114 40.77929),AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3494935,PASSENGER VEHICLE,TAXI,,,
07/31/2016,19:33,BROOKLYN,11226,40.64269,-73.95764,POINT (-73.95764 40.64269),CLARENDON ROAD                  ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3493508,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/11/2016,2:00,,,40.71138,-73.96645,POINT (-73.96645 40.71138),WYTHE AVENUE                    ,,,0,0,0,0,0,0,0,0,Drugs (illegal),Unspecified,Unspecified,,,3498194,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/10/2016,19:35,QUEENS,11105,40.777863,-73.894585,POINT (-73.894585 40.777863),,,18-15     45 STREET                     ,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3506500,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/04/2016,17:00,QUEENS,11105,40.772583,-73.91036,POINT (-73.91036 40.772583),23 AVENUE                       ,36 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3494751,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/01/2016,9:15,,,40.87626,-73.90395,POINT (-73.90395 40.87626),WEST 230 STREET                 ,BAILEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3493407,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,
08/12/2016,8:12,MANHATTAN,10036,40.760563,-73.99481,POINT (-73.99481 40.760563),,,599       10 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505107,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,14:30,STATEN ISLAND,10306,40.57731,-74.10113,POINT (-74.10113 40.57731),MIDLAND AVENUE                  ,BOUNDARY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498406,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/18/2016,16:54,BRONX,10466,40.899246,-73.84609,POINT (-73.84609 40.899246),BAYCHESTER AVENUE               ,NEREID AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3505234,PASSENGER VEHICLE,OTHER,VAN,PASSENGER VEHICLE,
08/11/2016,20:46,MANHATTAN,10019,40.76132,-73.97995,POINT (-73.97995 40.76132),,,100       WEST 52 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3502810,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/10/2016,20:30,,,40.61593,-74.13405,POINT (-74.13405 40.61593),,,302       FISKE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498401,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/29/2016,14:47,BRONX,10461,40.85325,-73.827225,POINT (-73.827225 40.85325),BURR AVENUE                     ,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3501644,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,PICK-UP TRUCK
08/06/2016,18:21,BRONX,10473,40.819878,-73.85777,POINT (-73.85777 40.819878),WHITE PLAINS ROAD               ,SEWARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497158,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/17/2016,23:08,,,40.83302,-73.862724,POINT (-73.862724 40.83302),WHITE PLAINS ROAD               ,WESTCHESTER AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3502981,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/21/2018,1:18,STATEN ISLAND,10309,,,,,,842       sheldon ave                   ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3946469,Van,Sedan,,,
08/08/2016,7:50,BRONX,10459,40.826786,-73.892944,POINT (-73.892944 40.826786),EAST 167 STREET                 ,SIMPSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495515,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/11/2016,18:50,,,40.665306,-73.97627,POINT (-73.97627 40.665306),PROSPECT PARK WEST              ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3498793,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
07/31/2016,22:30,BROOKLYN,11203,40.655754,-73.92403,POINT (-73.92403 40.655754),LENOX ROAD                      ,EAST 57 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3492107,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/15/2016,12:20,,,40.68081,-73.8849,POINT (-73.8849 40.68081),ARLINGTON AVENUE                ,,,3,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3501137,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/19/2016,15:30,,,,,,OCEAN PARKWAY                   ,SHORE PARKWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529971,PASSENGER VEHICLE,BICYCLE,,,
08/06/2016,8:10,,,,,,THROGS NECK BRIDGE              ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3497173,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/02/2016,10:45,BROOKLYN,11226,40.65008,-73.96101,POINT (-73.96101 40.65008),CHURCH AVENUE                   ,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3533018,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/09/2016,16:45,,,40.67818,-73.870705,POINT (-73.870705 40.67818),CRESCENT STREET                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3501849,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/28/2016,6:15,MANHATTAN,10001,40.750324,-73.98908,POINT (-73.98908 40.750324),,,138       WEST 34 STREET                ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3489202,Tractor Truck Diesel,,,,
08/07/2016,16:30,,,40.85638,-73.82631,POINT (-73.82631 40.85638),BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3496400,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/01/2016,6:00,,,,,,,,1338      willoughby street             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3492972,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/13/2016,6:40,QUEENS,11419,40.68694,-73.81414,POINT (-73.81414 40.68694),130 STREET                      ,107 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3499287,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
07/29/2016,8:25,,,40.71434,-74.01317,POINT (-74.01317 40.71434),BARCLAY STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3489883,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/14/2016,16:38,,,40.804012,-73.93097,POINT (-73.93097 40.804012),HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3499967,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/09/2016,18:40,,,40.904118,-73.84957,POINT (-73.84957 40.904118),St Ouen St                      ,SAINT OUEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3497184,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/17/2016,8:40,,,40.59138,-74.16487,POINT (-74.16487 40.59138),,,2317      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3502133,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/07/2016,22:30,QUEENS,11377,40.7493,-73.89758,POINT (-73.89758 40.7493),BROADWAY                        ,65 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3496807,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/03/2016,11:30,,,40.723324,-73.83622,POINT (-73.83622 40.723324),G.C.P. / JEWEL (CDR)            ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3493762,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/05/2016,17:36,,,40.606842,-74.0155,POINT (-74.0155 40.606842),CROPSEY AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3496505,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/05/2016,21:50,MANHATTAN,10030,40.820004,-73.94029,POINT (-73.94029 40.820004),,,2446      7 AVENUE                      ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3495450,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/19/2016,20:00,MANHATTAN,10036,40.75735,-73.98412,POINT (-73.98412 40.75735),,,149       WEST 45 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3504258,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,TAXI,
07/28/2016,14:27,BROOKLYN,11233,40.679935,-73.91389,POINT (-73.91389 40.679935),MACDOUGAL STREET                ,BOYLAND STREET,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,3498141,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/03/2016,13:15,,,,,,SHEEPSHEAD BAY ROAD             ,SHORE PARKWAY                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3398726,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/21/2018,21:00,MANHATTAN,10031,40.823,-73.94829,POINT (-73.94829 40.823),,,472       WEST 142 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3945505,Station Wagon/Sport Utility Vehicle,,,,
03/11/2020,5:48,,,,,,GOWANUS RAMP                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4299187,Sedan,Sedan,,,
07/30/2016,22:30,QUEENS,11418,40.70269,-73.839485,POINT (-73.839485 40.70269),PARK LANE SOUTH                 ,112 STREET,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,3494274,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/30/2016,21:30,BROOKLYN,11237,40.699944,-73.91882,POINT (-73.91882 40.699944),,,294       HARMAN STREET                 ,2,0,0,0,0,0,2,0,Passenger Distraction,Unsafe Speed,,,,3492285,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/29/2016,22:00,,,40.66496,-73.82226,POINT (-73.82226 40.66496),BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,3492428,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/18/2016,8:00,,,40.722576,-73.94049,POINT (-73.94049 40.722576),BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3503264,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/19/2016,11:21,BROOKLYN,11219,40.636494,-73.98701,POINT (-73.98701 40.636494),14 AVENUE                       ,44 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3504646,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/05/2016,17:00,BROOKLYN,11237,40.69811,-73.91713,POINT (-73.91713 40.69811),KNICKERBOCKER AVENUE            ,MENAHAN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3494606,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
08/07/2016,15:30,,,40.700737,-73.99499,POINT (-73.99499 40.700737),BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,,,,3495122,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/03/2016,9:15,QUEENS,11418,40.705627,-73.83785,POINT (-73.83785 40.705627),PARK LANE SOUTH                 ,MAYFAIR ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3493643,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2016,18:30,BROOKLYN,11201,40.690357,-73.989746,POINT (-73.989746 40.690357),BOERUM PLACE                    ,SCHERMERHORN STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3495925,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/16/2016,11:30,BROOKLYN,11237,40.706306,-73.92312,POINT (-73.92312 40.706306),,,400       TROUTMAN STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3501886,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/03/2016,18:35,QUEENS,11423,40.70731,-73.764626,POINT (-73.764626 40.70731),HOLLIS AVENUE                   ,104 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3494640,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/02/2016,8:20,BROOKLYN,11206,40.693703,-73.94408,POINT (-73.94408 40.693703),,,194       HART STREET                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3492964,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
